"","Estimate"
"21339",9194.57078431573
"21340",181585.960879895
"21341",35555.3942771616
"21342",47497.901103178
"21343",18335.3597943503
"21344",71986.8724285605
"21345",35231.1197934458
"21346",101090.278659431
"21347",37740.3767616743
"21348",99545.4814750409
"21349",11072.8091900142
"21350",50663.4396661343
"21351",62826.4798754451
"21352",32078.5730007334
"21353",41266.1598369832
"21354",47364.5264183664
"21355",27821.6915841452
"21356",73823.707595944
"21357",35573.7667351028
"21358",8114.31616588176
"21359",113434.425899604
"21360",24251.4751534359
"21361",38275.353071684
"21362",35337.6726082913
"21363",17404.4833242263
"21364",37361.8790892683
"21365",52175.8452584739
"21366",11566.2155920836
"21367",49215.8007744004
"21368",61253.7837761638
"21369",21195.260577239
"21370",12981.084950327
"21371",40841.9879815768
"21372",36712.7647257675
"21373",75908.478443117
"21374",50106.4433038758
"21375",39857.3920875972
"21376",40633.5130441285
"21377",15829.8916676871
"21378",33596.8544746562
"21379",8483.57537146715
"21380",36878.7176716294
"21381",57759.3242311411
"21382",31949.5404400675
"21383",105977.575373075
"21384",35068.5605069582
"21385",56720.2586249596
"21386",14204.7517917264
"21387",14766.3226375321
"21388",43882.2822080084
"21389",42321.48737352
"21390",53212.0944240153
"21391",20109.20015481
"21392",35337.0716465215
"21393",30854.9430597422
"21394",27392.6105959655
"21395",16872.6920263479
"21396",28621.4096849577
"21397",45507.0807448422
"21398",36411.0258411876
"21399",50508.8090651825
"21400",32947.8695826417
"21401",71567.3240470342
"21402",37399.1144923282
"21403",58467.729100151
"21404",31805.4843146401
"21405",40844.4443289873
"21406",128003.046586096
"21407",18536.1710747772
"21408",81996.0816158386
"21409",19595.6634939842
"21410",114477.544446715
"21411",6859.2556987307
"21412",76981.547786964
"21413",19409.1016974361
"21414",50450.4661425979
"21415",12310.700598503
"21416",19936.2425796044
"21417",27427.0843328629
"21418",25206.1306656506
"21419",25053.5926839221
"21420",24561.9369357656
"21421",28116.1803814962
"21422",45699.749226652
"21423",80523.7101249309
"21424",14508.2843025956
"21425",41104.6537140409
"21426",46589.4585413606
"21427",43327.2778813277
"21428",37466.0401148282
"21429",37294.3240584787
"21430",105216.515724624
"21431",45731.3830896328
"21432",17810.8926619497
"21433",106780.607240032
"21434",5243.7457980579
"21435",5938.27294666172
"21436",56354.9015789233
"21437",66581.9514700058
"21438",49327.0393521178
"21439",63253.4428738663
"21440",20235.8243445098
"21441",53787.8025627506
"21442",12346.8312572649
"21443",114207.597386179
"21444",15914.2312009666
"21445",71663.7781091016
"21446",54486.4938658997
"21447",13928.0070377321
"21448",54431.6883021808
"21449",58912.5291530548
"21450",32882.7877014103
"21451",20546.3691733066
"21452",12853.9474169456
"21453",22641.3601173199
"21454",34456.5464473636
"21455",89708.7830803199
"21456",28070.7848802361
"21457",14985.097251983
"21458",22371.7188751409
"21459",14275.5438680823
"21460",17491.9746036739
"21461",35578.6574887717
"21462",47444.0936213483
"21463",54647.9383082979
"21464",50697.6888312286
"21465",27313.7859391279
"21466",29699.279475766
"21467",27099.3321421353
"21468",130925.540883383
"21469",38649.373485574
"21470",25534.5442362865
"21471",26900.9595765154
"21472",9630.53584039311
"21473",16447.824080629
"21474",25064.5021062857
"21475",85851.247033644
"21476",24721.5922208208
"21477",81844.8498253284
"21478",34076.9999442832
"21479",20264.2766590783
"21480",32574.7301861748
"21481",144166.506052868
"21482",75942.404296013
"21483",35611.7490266213
"21484",38343.2038373115
"21485",121743.957487548
"21486",57127.5839370548
"21487",22757.8243767267
"21488",50915.5648693833
"21489",19672.8508566457
"21490",22278.0777768188
"21491",36956.3364692897
"21492",75605.5858517897
"21493",15033.868717891
"21494",71234.6345648251
"21495",23853.6717840104
"21496",41862.3048472634
"21497",59549.3966139731
"21498",13554.4230600755
"21499",39008.8163835897
"21500",7418.90230380715
"21501",19378.2963617071
"21502",12289.702394201
"21503",63952.3903526733
"21504",21462.4727197267
"21505",22191.4382145288
"21506",33379.4478973028
"21507",73054.0776696402
"21508",18107.6200729211
"21509",42735.9163077748
"21510",15191.3647291439
"21511",43832.383764218
"21512",13214.4507243153
"21513",36815.2282928071
"21514",22370.6100812537
"21515",39310.6673103712
"21516",16743.2936470012
"21517",58786.7213293971
"21518",21763.9125500451
"21519",10144.9161288592
"21520",29721.8326697113
"21521",18136.5521695753
"21522",138750.727634318
"21523",55693.3393252209
"21524",24398.5475851729
"21525",41042.3841151403
"21526",15549.3533135566
"21527",31805.5283430623
"21528",34296.7710910734
"21529",17069.341176163
"21530",51760.3581363707
"21531",46316.7561319838
"21532",46698.0026550551
"21533",73349.9072131408
"21534",79866.3141556648
"21535",27476.4733524981
"21536",77001.3599926407
"21537",49177.1725444414
"21538",57861.4237066954
"21539",18965.6647436209
"21540",30866.4999712244
"21541",94004.2070865417
"21542",31172.076671973
"21543",28556.5722589657
"21544",73856.1332456119
"21545",61474.6857540947
"21546",43123.0910785012
"21547",49774.2026623869
"21548",11491.583089312
"21549",33258.6906871247
"21550",47798.1824766856
"21551",44631.9051706894
"21552",58860.0875842537
"21553",86105.4748372978
"21554",71491.330835237
"21555",33543.9873014631
"21556",8987.29259535527
"21557",59445.5325599453
"21558",95407.9204767968
"21559",58307.4751870879
"21560",14143.8499384347
"21561",44842.7659489454
"21562",42762.2823440214
"21563",74901.412804127
"21564",33846.8369353778
"21565",32324.5902509512
"21566",46648.7384667297
"21567",13277.375698699
"21568",66008.8426409466
"21569",96998.313153096
"21570",62440.1864784898
"21571",7981.14924635686
"21572",18359.6429005746
"21573",41034.4710265524
"21574",12922.3459517624
"21575",26977.4164573884
"21576",26992.2633320416
"21577",43136.777761122
"21578",42924.9216115
"21579",101821.87421822
"21580",9794.50243756562
"21581",83282.7131144771
"21582",93050.7445921841
"21583",6630.35620848058
"21584",27190.3902756265
"21585",59627.6930694244
"21586",14720.3315522135
"21587",34639.4735783242
"21588",70600.539260282
"21589",83307.172856469
"21590",19680.411312384
"21591",110337.011597398
"21592",64811.8838280088
"21593",64689.2367799282
"21594",75032.4665227632
"21595",32079.3742425981
"21596",17838.0883995647
"21597",131414.731928034
"21598",6536.02575138029
"21599",38577.6320929775
"21600",35011.2988051932
"21601",44787.0634078784
"21602",11259.4131479313
"21603",28470.6086255424
"21604",63459.1673833524
"21605",25352.7937934688
"21606",68693.5541682283
"21607",161994.96605943
"21608",6170.88596990121
"21609",98524.6727530077
"21610",124932.365591196
"21611",32062.7121947316
"21612",40861.1165924737
"21613",22227.9705859902
"21614",26896.0044666744
"21615",50710.186395994
"21616",36369.9589690444
"21617",24495.4940732256
"21618",26886.9229463733
"21619",39064.3879386656
"21620",13450.3592395933
"21621",18240.1160994205
"21622",21778.1163750066
"21623",11379.713143341
"21624",28135.1185106647
"21625",23446.7981824408
"21626",23926.9234622051
"21627",79500.6743924224
"21628",70775.7123113248
"21629",47512.2829522107
"21630",22548.1906312861
"21631",11540.007180489
"21632",31186.8757593462
"21633",41709.8224438682
"21634",42170.6032712168
"21635",33633.1355678612
"21636",63971.7337562506
"21637",35944.2334717542
"21638",16105.1145658763
"21639",22086.6599595017
"21640",31470.7591044368
"21641",37147.623786598
"21642",83570.797948889
"21643",82397.8878521936
"21644",29606.4278873835
"21645",25411.9968829679
"21646",19941.3515736877
"21647",45015.099305618
"21648",27423.1004577048
"21649",22802.5097841478
"21650",27700.7163963855
"21651",130604.896818535
"21652",49193.5296995658
"21653",24749.583463006
"21654",31399.8829965934
"21655",35110.4841731812
"21656",32206.1196919473
"21657",15770.8941599572
"21658",43359.8515508562
"21659",12899.7245713914
"21660",20903.9114689811
"21661",26998.4404088985
"21662",9938.72706498023
"21663",31042.122895999
"21664",13671.4140057198
"21665",31376.4213047064
"21666",81552.6033862156
"21667",90804.7022476893
"21668",40599.4956854722
"21669",29627.0596321952
"21670",26143.6992200894
"21671",25296.177482141
"21672",60701.4139954521
"21673",67939.7507559003
"21674",74929.3144380101
"21675",22061.0894340994
"21676",22005.8297688054
"21677",30021.9469086715
"21678",87940.8576281576
"21679",63758.593467151
"21680",39885.5617932162
"21681",25881.1801587381
"21682",47629.6824497001
"21683",36230.3960087591
"21684",29478.8800022762
"21685",17870.7743578874
"21686",46233.304566578
"21687",9019.88282023861
"21688",16474.3927977059
"21689",69030.9708684908
"21690",18716.9492828848
"21691",61093.2666185581
"21692",38983.5055727314
"21693",49983.5386626285
"21694",30422.5479737634
"21695",25463.0355632782
"21696",14250.6627458077
"21697",23319.9562134333
"21698",50783.6903005593
"21699",61094.2629026431
"21700",39662.9015172446
"21701",43081.6855985497
"21702",20332.875346198
"21703",56182.5223854118
"21704",177175.449014807
"21705",72643.6494241723
"21706",27923.4758280185
"21707",26526.5360437191
"21708",39217.3547545688
"21709",72307.9582820647
"21710",27958.4116008833
"21711",28077.3479612446
"21712",24418.5036100612
"21713",46086.9580677109
"21714",13935.0331242403
"21715",50314.7240720458
"21716",28244.855248701
"21717",36167.9711661665
"21718",33150.9838972912
"21719",74610.7354872311
"21720",20404.8616579819
"21721",64020.5369682079
"21722",140800.362858455
"21723",29396.7662299059
"21724",30521.6295979061
"21725",27112.5412385236
"21726",38876.7967046319
"21727",38061.418228353
"21728",30229.7117886259
"21729",26225.1826423899
"21730",112849.99896311
"21731",41979.0170144516
"21732",22783.5628233474
"21733",12228.5376849017
"21734",24740.9435912309
"21735",41161.477546355
"21736",125004.59203945
"21737",38763.1679397447
"21738",21062.6465548628
"21739",10084.3169859477
"21740",34096.7447918543
"21741",85989.724667024
"21742",141393.807922806
"21743",83645.4203527468
"21744",105611.643380769
"21745",9356.86478081607
"21746",52366.1676213163
"21747",31069.6512689691
"21748",122223.057258794
"21749",21093.3565062529
"21750",33109.633620869
"21751",64014.5183326343
"21752",51165.8339671341
"21753",118974.134020229
"21754",20380.4746573971
"21755",48422.9821235832
"21756",65440.9964745537
"21757",28063.9472182956
"21758",26503.3063916688
"21759",61455.5566099388
"21760",12672.9166308808
"21761",66622.1098654709
"21762",46938.5735128203
"21763",76786.0122505867
"21764",86764.2577787526
"21765",37642.9757082834
"21766",71875.3251763482
"21767",64982.4948047619
"21768",49675.691968864
"21769",14669.6180696429
"21770",12359.1934900529
"21771",23231.7282175699
"21772",46248.2631614813
"21773",22522.5699471719
"21774",98678.7141755289
"21775",10412.9337800541
"21776",18596.6314676757
"21777",60193.5088957783
"21778",27406.8141769845
"21779",15825.080445178
"21780",21374.696686013
"21781",20781.6314940837
"21782",23544.7503041463
"21783",99696.565742037
"21784",13327.0248774674
"21785",69610.5439247207
"21786",84955.3625013316
"21787",87204.5032531207
"21788",94797.0701211148
"21789",56520.6612459767
"21790",29231.0144082095
"21791",40627.7002269559
"21792",16060.4951135299
"21793",31657.1022607045
"21794",59841.4768160734
"21795",35468.491103261
"21796",58942.4610516525
"21797",30817.9889768375
"21798",22129.0438235156
"21799",66906.5210798197
"21800",15195.7759523402
"21801",37174.8170932796
"21802",10040.336245268
"21803",8257.30738820739
"21804",27980.392269287
"21805",82683.3846620182
"21806",15425.0353951768
"21807",63934.4767371663
"21808",29458.4709047045
"21809",46566.4855448733
"21810",49465.3305417424
"21811",88279.3100981079
"21812",23818.9474756742
"21813",81270.7108655606
"21814",64871.3590771375
"21815",31011.8683674611
"21816",8829.73648344421
"21817",18272.7828283725
"21818",97119.7170602515
"21819",22140.3784892946
"21820",7868.84416771344
"21821",39015.1369109444
"21822",26107.7206720427
"21823",79304.4622826886
"21824",47379.0438297257
"21825",117249.813989797
"21826",96525.1920782096
"21827",49231.0879178248
"21828",36180.2042532539
"21829",22371.0360239144
"21830",36673.209448657
"21831",53850.776486072
"21832",48710.6086163656
"21833",28138.3055664062
"21834",25916.4970041898
"21835",42063.2705792745
"21836",23553.2217989823
"21837",24799.7400208634
"21838",38097.40687927
"21839",54577.6129090235
"21840",34449.1638092921
"21841",40656.2478731761
"21842",91474.7607465417
"21843",32819.5373239811
"21844",55827.1094937325
"21845",42809.5417578597
"21846",78807.7655430083
"21847",30517.2360452413
"21848",19285.0784019538
"21849",28227.7264433375
"21850",27568.2000720793
"21851",37203.7929503016
"21852",23765.6151967248
"21853",43398.7586770453
"21854",36124.2484876342
"21855",11489.4193495085
"21856",92430.8745064257
"21857",41639.9527229289
"21858",169170.512714985
"21859",41695.392545444
"21860",93599.5751359263
"21861",45571.1581481306
"21862",44666.2095359113
"21863",32691.9970092144
"21864",80741.4110886468
"21865",6290.26252335958
"21866",61650.4502507767
"21867",26200.766943631
"21868",77249.7258718862
"21869",52019.6688244966
"21870",8233.77239321949
"21871",81632.0596759639
"21872",32007.8670573261
"21873",21223.4660497909
"21874",35713.9013404561
"21875",17250.8025921563
"21876",18360.066495707
"21877",22847.2079303938
"21878",88690.1563327024
"21879",28961.3858827475
"21880",74296.3074808011
"21881",16016.6954767314
"21882",48123.6419667937
"21883",33257.4050225298
"21884",29846.6782648577
"21885",79829.4277612269
"21886",26041.1725678639
"21887",63008.789784117
"21888",18565.8048784029
"21889",63400.3989849119
"21890",29737.6676558326
"21891",11437.0922360511
"21892",58904.1633737917
"21893",13868.6356974034
"21894",52926.7534506937
"21895",44441.5209620648
"21896",28088.7693447372
"21897",41958.174715627
"21898",21197.819284575
"21899",101272.453590914
"21900",14031.1148423977
"21901",31569.8097831459
"21902",104148.162182707
"21903",22226.0511545218
"21904",19207.9546601129
"21905",34403.7640157244
"21906",14897.9370572244
"21907",71503.7056610633
"21908",114989.025935119
"21909",106270.727692535
"21910",50468.771930041
"21911",80203.140474966
"21912",60587.2570366084
"21913",13188.262350114
"21914",70235.3172645262
"21915",30541.8980722029
"21916",33957.4120721271
"21917",53418.6038447521
"21918",81675.668335228
"21919",20900.374456288
"21920",70607.9882669748
"21921",11934.8633817315
"21922",37082.8696039266
"21923",53429.2968554165
"21924",21575.1548075042
"21925",27805.7195919091
"21926",31489.0070512349
"21927",73416.715368733
"21928",42698.2032267889
"21929",9498.51394515409
"21930",107683.596340423
"21931",48597.2431628845
"21932",10547.5504719717
"21933",62069.7577881163
"21934",17240.2831727658
"21935",17636.9404308558
"21936",80820.01921051
"21937",70578.3776600734
"21938",70432.0458310644
"21939",21565.6960309009
"21940",37517.2900129289
"21941",14452.6817886715
"21942",9400.41451188519
"21943",19041.2561161824
"21944",87372.855210802
"21945",146968.065602558
"21946",15983.3420223588
"21947",13036.0424793497
"21948",27404.4292694203
"21949",91057.1817904467
"21950",76822.7395457008
"21951",89328.766975393
"21952",8113.31985154029
"21953",28167.2228823142
"21954",46794.1145291887
"21955",28387.521838125
"21956",53648.9387280137
"21957",80214.2749382394
"21958",104924.837471512
"21959",25095.3783467011
"21960",51116.9277796134
"21961",5534.60645134895
"21962",40799.5799003598
"21963",86831.3991064679
"21964",5425.16156749522
"21965",65862.6549429369
"21966",42256.5514677854
"21967",64428.0973562371
"21968",8767.88553403969
"21969",21702.8883970144
"21970",24801.5895542531
"21971",12630.2064977285
"21972",90678.2894900443
"21973",91372.4799506168
"21974",125162.625777538
"21975",12309.6916619968
"21976",72387.2231625631
"21977",65448.1858580445
"21978",52711.616347281
"21979",15110.2215803226
"21980",16124.969881933
"21981",82557.1066454589
"21982",27901.3422755564
"21983",34444.490510617
"21984",15359.3953788716
"21985",59652.4270896011
"21986",43208.7980997369
"21987",18998.6743083414
"21988",14342.7310206479
"21989",105905.283201008
"21990",226730.381203993
"21991",59258.5756861962
"21992",51898.812303297
"21993",103783.926259211
"21994",25734.5571563078
"21995",25431.8383199313
"21996",44236.7062079952
"21997",30637.8921647807
"21998",28376.7288741792
"21999",22222.5828264705
"22000",61786.1341430125
"22001",37699.6149772619
"22002",16653.0424404944
"22003",21508.8289120535
"22004",58385.8879669404
"22005",33879.6896119822
"22006",133392.918220868
"22007",81432.2680387932
"22008",26233.4152233515
"22009",33251.7346020206
"22010",49119.7315215394
"22011",32836.0756730107
"22012",81904.3797152566
"22013",22077.4541161685
"22014",13114.663614894
"22015",33490.6460348424
"22016",47642.7123932807
"22017",61354.4631001987
"22018",56864.6331340316
"22019",14087.6486514811
"22020",44167.8552782582
"22021",25703.8043475223
"22022",27250.6746673301
"22023",11131.088021962
"22024",17576.8538012527
"22025",44114.7318529417
"22026",21333.4079589866
"22027",93312.8539858227
"22028",18763.3777926554
"22029",26200.3601678036
"22030",27138.829029637
"22031",123736.695470521
"22032",8999.6808368745
"22033",27507.8443093314
"22034",12598.796458439
"22035",51493.9411541497
"22036",27733.9765385372
"22037",69351.9693944493
"22038",81293.9019876679
"22039",12945.907752143
"22040",21092.3031545938
"22041",12192.414261807
"22042",13971.1871401338
"22043",35540.6700418065
"22044",27969.0033474954
"22045",55983.6408297908
"22046",27959.471992162
"22047",19955.6050666489
"22048",26088.2426842909
"22049",44090.9879337796
"22050",13902.5112424435
"22051",52695.459335088
"22052",21695.8944071534
"22053",59729.1647968489
"22054",39369.8155241572
"22055",121674.046285949
"22056",44845.8656022917
"22057",109462.30310299
"22058",76531.3933830532
"22059",36422.6964092922
"22060",24428.8024567482
"22061",29960.7365622012
"22062",16184.869961823
"22063",28600.0451674165
"22064",64064.5544177831
"22065",11354.9918584136
"22066",18548.5173866832
"22067",13749.9731217533
"22068",63300.4596716869
"22069",58086.4991177561
"22070",47918.7947349124
"22071",29696.0075549245
"22072",39816.8397540299
"22073",18365.4486313164
"22074",158911.391679435
"22075",18685.2088045327
"22076",56021.8818035454
"22077",52850.1670572219
"22078",10263.8019647871
"22079",36002.3103301885
"22080",13916.8338149814
"22081",12062.2625186837
"22082",14487.2243241567
"22083",18469.283586033
"22084",44582.7347476866
"22085",75777.3111852354
"22086",89323.5610513845
"22087",25624.4535199397
"22088",14840.0582871419
"22089",24869.9371849194
"22090",33225.3195948488
"22091",148550.973153535
"22092",10609.2927542885
"22093",38366.484430081
"22094",51363.9938534423
"22095",59319.2063706057
"22096",14354.6733027062
"22097",15067.6493209029
"22098",42668.7618039105
"22099",23789.8694142194
"22100",18070.0701097753
"22101",11754.3667636105
"22102",45515.0684158905
"22103",20686.6980880957
"22104",23506.2266030455
"22105",25600.6560382204
"22106",135755.351437616
"22107",31375.0134469421
"22108",28785.3259205928
"22109",30874.2260656412
"22110",57726.5331954205
"22111",17242.4226970728
"22112",44323.9383421671
"22113",57778.8856341085
"22114",7582.12052343346
"22115",50724.9424640441
"22116",55104.1436473629
"22117",66451.1782577995
"22118",11640.7466274001
"22119",44317.7336395077
"22120",36936.7294493023
"22121",12900.6359008975
"22122",9466.25295469514
"22123",35337.3484775208
"22124",39499.6430172159
"22125",40956.4587140069
"22126",51782.2775613848
"22127",89974.9044041929
"22128",31120.0086407496
"22129",42350.8865635472
"22130",61174.3229052564
"22131",47815.4810133439
"22132",49948.1826083808
"22133",26608.8652767594
"22134",106878.538772068
"22135",71165.6295024608
"22136",109430.612255116
"22137",19510.3995692682
"22138",33735.3782807927
"22139",26564.364795356
"22140",18182.4865947266
"22141",46122.4331650982
"22142",33028.4292599787
"22143",61693.3073474544
"22144",102272.48789484
"22145",12841.0156909793
"22146",32299.414319348
"22147",6173.82281829009
"22148",39269.4480839533
"22149",35488.0053001298
"22150",25247.8174859574
"22151",35370.5719117714
"22152",66048.5275128025
"22153",82735.168926679
"22154",41575.5687418644
"22155",77692.1492191283
"22156",25445.0536354014
"22157",169263.728296397
"22158",73541.3882740945
"22159",48074.0426520076
"22160",24672.6221911123
"22161",85287.4992590235
"22162",15385.475228044
"22163",49063.7227093171
"22164",13135.4351217435
"22165",52126.5801482318
"22166",117178.451829335
"22167",108150.917843049
"22168",36202.795876834
"22169",33858.991896403
"22170",39659.1576080447
"22171",12130.0185722148
"22172",7099.59930252335
"22173",52710.544573367
"22174",49181.3227258709
"22175",56765.8560552777
"22176",39915.2635586547
"22177",16223.80462225
"22178",42712.3688183394
"22179",72119.1711820352
"22180",16744.9310479272
"22181",52611.6453208011
"22182",51643.2587937486
"22183",53305.6042931253
"22184",41178.7916618775
"22185",49401.62658267
"22186",24668.0639675471
"22187",55648.7550104781
"22188",32821.6000914629
"22189",6000.95450948432
"22190",5601.85602968425
"22191",30504.391577948
"22192",26684.4700638884
"22193",107134.184993856
"22194",145494.14863991
"22195",24355.7656886591
"22196",8826.09329392047
"22197",23220.2716025603
"22198",57157.7336169076
"22199",12554.7050881423
"22200",18116.9701326889
"22201",21125.5520347773
"22202",68425.7686109952
"22203",6503.77849451018
"22204",30111.5979256829
"22205",88019.9231136052
"22206",30445.1415078734
"22207",19012.7347328677
"22208",102609.098431917
"22209",37342.1018038689
"22210",7538.06221000015
"22211",29072.0572027737
"22212",21047.5767115306
"22213",45238.6865127128
"22214",59263.4248581974
"22215",29798.240066133
"22216",24052.8024684554
"22217",36609.2301948206
"22218",67878.4462606722
"22219",14499.2304809326
"22220",39276.3423694555
"22221",51341.3643914412
"22222",95445.1782695
"22223",42852.4374053863
"22224",138205.878244577
"22225",22038.2489686546
"22226",146895.084478421
"22227",24013.0335422745
"22228",13130.1424575909
"22229",69253.9905663421
"22230",27095.642428463
"22231",59877.4216557954
"22232",118574.427568886
"22233",23370.9563977337
"22234",161786.35409434
"22235",102073.055588579
"22236",53808.7202392398
"22237",31834.1864496498
"22238",32765.2662418273
"22239",57871.9500804673
"22240",19239.4014051912
"22241",18121.2078161553
"22242",55731.4472480016
"22243",60538.5611035437
"22244",50756.438931742
"22245",17841.1539695628
"22246",58335.1949913163
"22247",78859.5503949285
"22248",31382.5648877079
"22249",23292.9853249525
"22250",23280.5026443623
"22251",15700.4518151549
"22252",37240.2781519658
"22253",11916.6686686338
"22254",37394.9973180678
"22255",93130.4538478664
"22256",16918.9818684725
"22257",88544.492568734
"22258",64430.4984145779
"22259",38814.6947828025
"22260",6604.00207790816
"22261",8723.14014652591
"22262",31837.5283441104
"22263",48972.0702768919
"22264",19296.8401958446
"22265",82441.9958086924
"22266",11537.2283027157
"22267",44952.4987010989
"22268",46449.1881159319
"22269",92446.6647639977
"22270",30743.8519083224
"22271",34732.8345909122
"22272",49312.1688703568
"22273",43117.4031421638
"22274",39882.5567118326
"22275",5971.84424923671
"22276",12846.5246824125
"22277",27751.1214764116
"22278",10099.2683296091
"22279",22638.4151814986
"22280",14083.0277458699
"22281",18414.3977260229
"22282",110326.784780135
"22283",65129.2523172606
"22284",69091.0664457825
"22285",22877.047843727
"22286",28771.7865103237
"22287",129650.787856077
"22288",80448.1201926841
"22289",31386.9446342473
"22290",104805.515981013
"22291",43057.0725325857
"22292",12804.3878850708
"22293",13736.3602389171
"22294",26941.5741287777
"22295",7885.7463877021
"22296",58268.9137315687
"22297",85876.9262729286
"22298",87797.1073444106
"22299",7303.02637998644
"22300",17400.5210642962
"22301",22517.4829348042
"22302",16099.5627594198
"22303",25427.0309881913
"22304",30711.3847519433
"22305",93866.4814170517
"22306",49219.3241824089
"22307",178637.094959382
"22308",25168.4954063072
"22309",15233.8060553685
"22310",29036.8006427368
"22311",88717.171857847
"22312",26483.6669687202
"22313",31203.7021979881
"22314",19858.2677040443
"22315",122447.891463647
"22316",46047.2961181956
"22317",96102.1038960515
"22318",31440.2189512094
"22319",17020.9327624855
"22320",26373.2583215427
"22321",29591.640473105
"22322",119890.390051509
"22323",34842.0154653562
"22324",28200.1720313331
"22325",21525.0075379855
"22326",15152.6003802561
"22327",17281.1576796029
"22328",86454.5447786444
"22329",32895.1333563853
"22330",139421.539014285
"22331",44150.1088066989
"22332",175349.913177266
"22333",43452.4395020809
"22334",74407.1328543599
"22335",16877.243781126
"22336",31189.4579626551
"22337",40567.4188879974
"22338",18494.1568704731
"22339",26424.1677889947
"22340",44704.2490140676
"22341",9018.68907000531
"22342",101863.365627252
"22343",46714.1326456312
"22344",41741.9305255639
"22345",9883.98971876411
"22346",19678.2348210782
"22347",68902.4603819528
"22348",43282.924982987
"22349",57770.6337011633
"22350",83389.3105961978
"22351",88867.3871588596
"22352",60744.7349426166
"22353",65818.6930273583
"22354",72539.444847843
"22355",24490.2465429452
"22356",25465.8578489957
"22357",75654.9804879248
"22358",48559.9437539696
"22359",14052.5305590283
"22360",266867.717729231
"22361",9908.83173661633
"22362",28832.1440795329
"22363",24139.9497553492
"22364",46650.2238577506
"22365",25471.3148359008
"22366",17032.3522670606
"22367",60699.270253081
"22368",105174.118175816
"22369",32605.7199465532
"22370",17000.0044206482
"22371",39471.0938532448
"22372",43230.3678949559
"22373",86587.8383888054
"22374",21738.492733434
"22375",56952.5278535317
"22376",10221.1474920559
"22377",36875.0589315081
"22378",50480.7165922899
"22379",20704.0539004811
"22380",21799.4583995076
"22381",87026.9457835317
"22382",113982.989832072
"22383",12615.7589404737
"22384",68379.7298350943
"22385",25001.5213255009
"22386",35303.7995583933
"22387",9037.40856571821
"22388",37156.7233933153
"22389",25740.9510152328
"22390",10039.3088587499
"22391",49263.097780179
"22392",63094.5822206344
"22393",8783.51540601609
"22394",22496.1914460801
"22395",91805.3992574933
"22396",22456.9731735203
"22397",29802.9994907032
"22398",48376.3277602303
"22399",48512.867431135
"22400",25896.9524920479
"22401",27521.1025295686
"22402",57428.4307654589
"22403",32829.6597193353
"22404",83052.4440166489
"22405",24226.1353346819
"22406",20279.9767588433
"22407",66247.7393768489
"22408",47214.1506381575
"22409",14275.9334309929
"22410",91630.9181285736
"22411",38055.7303511776
"22412",21469.1137727278
"22413",40052.2012512088
"22414",92103.2529834616
"22415",139307.500517409
"22416",13458.3697922658
"22417",17630.2314809145
"22418",59970.132527624
"22419",21265.734023246
"22420",79898.9466069438
"22421",44926.5893716286
"22422",18142.2882217095
"22423",68171.8095711452
"22424",34075.1854353814
"22425",18749.4432267447
"22426",15016.9279854569
"22427",126581.928939416
"22428",70077.3857579207
"22429",26279.1326253385
"22430",81557.0583965581
"22431",46508.3143367626
"22432",28783.4975209366
"22433",21943.927399418
"22434",34210.5339996829
"22435",42866.7335157552
"22436",12872.622323587
"22437",127548.914485282
"22438",19714.8145721595
"22439",42507.0584343269
"22440",9957.6726866915
"22441",13429.675406808
"22442",59335.8480557276
"22443",123251.022417909
"22444",28144.4855313775
"22445",146663.664647637
"22446",40287.3207885891
"22447",7329.58212567269
"22448",25830.8324251907
"22449",59203.7601944201
"22450",40187.7221395478
"22451",45173.1552153526
"22452",46758.3187010203
"22453",72404.1114504436
"22454",13883.3842639297
"22455",20830.4981678778
"22456",63285.0988952538
"22457",59063.1875997088
"22458",67842.8627127713
"22459",40235.5820995104
"22460",42399.5184281191
"22461",19689.6043004006
"22462",49748.3580867093
"22463",18172.246577242
"22464",47374.1200763568
"22465",26092.6598060581
"22466",53604.2200626127
"22467",57567.4790120776
"22468",21307.6381327498
"22469",49754.0879783315
"22470",30058.6292124033
"22471",22018.4336634981
"22472",59005.532452227
"22473",28279.6420351606
"22474",25533.5024124258
"22475",29920.8302245902
"22476",23517.623611303
"22477",79595.4013342023
"22478",46800.7277818198
"22479",90738.8408765969
"22480",17690.1798674385
"22481",45186.9702873487
"22482",122349.250756428
"22483",23567.6519690391
"22484",31335.2442279237
"22485",79383.5537216157
"22486",12359.5376481584
"22487",9232.24913444374
"22488",20523.6560505062
"22489",15163.1155561331
"22490",53750.7186752574
"22491",28320.7445877229
"22492",44498.6183733754
"22493",33039.8419694908
"22494",7770.49438236823
"22495",59278.7389110917
"22496",35443.8352915721
"22497",68553.9811269375
"22498",21450.5041217796
"22499",29114.1889071293
"22500",35452.3374547017
"22501",23552.9591058718
"22502",55744.1403260156
"22503",22264.1440805916
"22504",25556.1887138592
"22505",31224.5421725663
"22506",29183.8959671164
"22507",27385.1897794875
"22508",52058.1909400814
"22509",71468.3629583852
"22510",63685.3958210138
"22511",40241.5851814199
"22512",112049.325491615
"22513",19550.1109060745
"22514",14368.588896317
"22515",12901.9365534249
"22516",91377.33301301
"22517",13919.1195768064
"22518",10411.1901657539
"22519",46448.8785908591
"22520",57188.0228220073
"22521",118394.128833185
